index,frequency,type
c5c6ccccc6,42,atom
1)CN,13,atom
C4=O,27,functional_group
c2occc2,19,atom
N(C(=O),61,functional_group
ccc(C)cc2,31,atom
C)c1,16,ring
c2ncnc(N,18,atom
cc1Cl,19,ring
COc1cccc(N,23,ring
c3c(C),45,atom
c4cccc(C,57,atom
(C)C)c4,13,atom
\C=C\C=C,43,functional_group
O)C(C)(C)C,31,atom
COC(=O)c1,86,functional_group
cc(OC)c(O),18,atom
Cc1cnc2,60,ring
c3ccncc3,216,atom
ccn1,100,ring
[C@@H](CC(=O),50,functional_group
COCC1,22,ring
OC(OC,13,atom
2C(C,13,atom
(OCC,76,atom
(C)O,38,atom
c1ccccc1O,131,ring
N[C@H]1C,85,ionic
N(CC(=O),124,functional_group
CC(=O)O.,110,functional_group
[Gd+3,68,metal
c(Cl)nc2,43,atom
CNC1=N,77,functional_group
CC(=O)NCCC,9,functional_group
CCCCCCN,54,atom
([O-])CC,271,ionic
[Li+].,34,ionic
[Li,201,ionic
CC(C)(C)C(=O),22,functional_group
P(=O),21,functional_group
(COCC,26,atom
[As],145,ionic
ccc(C)cc1,30,ring
Cc1ccccc1C(=O)N,91,functional_group
c1nc2ccccc2,26,ring
c1c(F)cccc1,43,ring
CCCCCCCCCCCCCCC,99,atom
(F)C,19,atom
CN1C(CC,69,atom
c2cc(Cl)c(,77,atom
3CCOCC3),20,atom
sc3,48,atom
S2(=O)=O)c1,29,functional_group
COc1ccccc1OCCN,129,ring
O=C1NC(=O)C(C,19,functional_group
cc(OCc4ccccc4,11,atom
F)ccc3,11,atom
)S1,40,atom
c(N)nc3,27,atom
CC(C)(CO),68,atom
cc(NC(=O),48,functional_group
c4ccc5c(c4,40,atom
[C@@H](O)CO,170,ionic
CCS(=O)(=O)c1ccc2,9,functional_group
O3,105,atom
CC[C@@]1(C,9,ionic
)c2ccc(Cl)cc,9,atom
c2cccc(,295,atom
c3ccccc3)c2,52,atom
)P(=O)(O)O,149,functional_group
OCC(O)C,153,atom
NC(=O)c1ccc(,113,functional_group
n1ccc2,20,ring
2CN(C,4,atom
CN[C@@H]1,157,ionic
[C@@H](C)O),221,ionic
N),181,atom
[C@]1(C)O,51,ionic
OCCOCCOCC,44,atom
c1nn(C,11,ring
COCC(C,9,atom
c(N)nc(N)n,38,atom
CCCCCCCCCCCCC,53,atom
[C@@H](N)CO,14,ionic
CN(N,89,atom
2)C(=O)N,203,functional_group
CN1CC2,71,atom
CCCc1ccccc1,8,ring
OCc3ccccc3),109,atom
(CC1,267,ring
nc(NC(=O),28,functional_group
c(C)nc2,9,atom
)C(=O)O)C(=O)N,49,functional_group
CCOC(=O)c1c(C),43,functional_group
nn(,62,atom
CNCCC,162,atom
[C@@H](N)CC,78,ionic
)C2=N,49,functional_group
[C@@]1(C,89,ionic
CN1C(=O)CC,8,functional_group
COC(=O)[C@H](C)N,13,functional_group
P(=O)(OC[C@H]1O[C@@H](,13,functional_group
n2cc(,81,atom
NC(=O)c1cc2,25,functional_group
cc1OC,72,ring
CC#N,212,atom
Cc1cn2,9,ring
CCCCN3C(=O),9,functional_group
3)cc1OC,27,ring
2)N(CC,70,atom
2)CC,89,atom
=C(C),100,functional_group
c1ccccc1)C2,9,ring
nc(N)nc2c1ncn2,32,ring
c2cccc3,102,atom
c(NCCO),7,atom
c23)C(=O)N,14,functional_group
Br)c1,63,ring
C[C@H](NC(=O),117,functional_group
[C@H](OC(=O)c4ccccc4),9,functional_group
C2(C)C,106,atom
c1nc2ccccc2s1,31,ring
2=C,61,functional_group
c3ccccc3)NC(=O),8,functional_group
O[C@H]3CC,28,ionic
)C2=O),39,functional_group
c1c(Cl)cccc1,53,ring
(O)CCCC,154,atom
NC(=O)c2,392,functional_group
c3ccccc3c2,256,atom
NC1=O),18,functional_group
cccc3,50,atom
c13,19,ring
CCCC(=O)O),101,functional_group
[C@@H]2CN(C,67,ionic
[C@H]2[C@@H]1,69,ionic
FC(F)(F)C,40,atom
CCCN1C(=O)C,27,functional_group
O=C(Nc1ccc2,29,functional_group
c2c1)C(=O)N,19,functional_group
1CCC(C,25,atom
c2c(C)n(C,10,atom
c1ccc(S,178,ring
CC(=O)N[C@@H]1,31,functional_group
Sc3nn,125,atom
C[C@@H](O)[C@H]1,70,ionic
=C(S,84,functional_group
C3C,17,atom
[n+]4,11,ionic
)[C@H](C),45,ionic
c1s,63,ring
c23,183,atom
c2cccc(N,54,atom
S2(=O)=O),22,functional_group
c2nc3cc(Cl)ccc3,12,atom
[C@H]2CN3CC,119,ionic
SC3=N,12,functional_group
C[C@H](CN,54,ionic
CC1(C)CCC(C)(C)c2,74,ring
c3ccc(C(=O)O),103,functional_group
[C@@H]2O[C@H](CO)[C@@H](O),314,ionic
Cc1no,73,ring
c2nc(CN,44,atom
[o+],7,ionic
)c(C)cc3,7,atom
C(=O)OCC,204,functional_group
)c2cc1,36,ring
[Cl,223,ionic
COc1cc2c(cc1,592,ring
[C@@H](NC(=N)N,248,functional_group
O[C@@H](CO)[C@H](O),116,ionic
Oc1ccc(CCN,13,ring
SCCC,40,atom
c3ccc(Cl)cc3)n,54,atom
3CCNCC3,300,atom
c2cccc(Cl)c2,157,atom
1CC1,99,ring
COc1ccc(OC)c(CC,5,ring
NC(N,17,atom
COc1n,66,ring
c2ccc(Br)cc2,111,atom
=CC2,18,functional_group
C(=C4,18,functional_group
=C2C,38,functional_group
N(C(=O)N,46,functional_group
[C@H]1CCC,28,ionic
C=CC(C)(C),17,functional_group
C3=C(,6,functional_group
OC)CC,44,atom
[C@@H](C)[C@H]2,6,ionic
[C@H]1CO,111,ionic
COc1ccc(C2=N,15,functional_group
c3ccc(Cl)cc3),37,atom
c3ccc(Cl)cc3)N,15,atom
CCNCC2,236,atom
[C@H](CCCNC(=N)N,48,functional_group
[C@H](CC(C)C)N,183,ionic
C(=N),69,functional_group
[C@@H]1CCCN1C(=O)[C@H](C,29,functional_group
[C@H](C)N,82,ionic
[C@@H](CCSC,29,ionic
[C@@H](CC(C)C)C,213,ionic
[C@@H](CCCNC(=N)N,127,functional_group
)C(=N,45,functional_group
)O),17,atom
CS(=O)(=O)c1ccc(C,25,functional_group
Oc1ccc2ccccc2c1,18,ring
CN(CCO),25,atom
C(=O)N(CC,68,functional_group
)ccc1F,12,ring
c3ccc4,161,atom
nc4c3,137,atom
4CCOCC4)cc3,56,atom
c3cc(O)ccc3,46,atom
sccc1,83,ring
nc(C)c1,22,ring
CCCCC[C@H](O),104,ionic
[C@H](O)CC(=O),125,functional_group
CCCCCCC(=O)O,31,functional_group
(C)C)c(C,123,atom
NC(=O)CCC(=O)N,34,functional_group
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C,7,functional_group
c1c[nH]cn1),23,ionic
NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C,7,functional_group
c1c[nH]c2ccccc12)NC(=O)[C@H](CC,15,functional_group
S(=O)(=O)NCC,24,functional_group
[Si,60,ionic
c1ccc(NC(=O)N,42,functional_group
c2nn,161,atom
cn2C,4,atom
)cc1C(=O)N,27,functional_group
noc(,17,atom
CN1CC[C@]2,70,ionic
3CCCC,261,atom
[C@H]2[C@H]1,76,ionic
O)cc13,79,ring
COC1=CC(=O),63,functional_group
)cc(OC)c1,67,ring
COc2ccc(,57,atom
CC(=O)O)cc2,75,functional_group
c4ccccc4Cl,36,atom
c1ccc(cc1),15,ring
c(OC)c(OC,22,atom
[C@@H](C2),34,ionic
[C@H](N=[N+]=[N-]),42,functional_group
cc(Cl)c(OC,31,atom
(C)(C)C(=O)O),103,functional_group
CN1CCC2(CC1)C,8,ring
c1cc(Cl)ccc1,56,ring
CN1S(=O)(=O),15,functional_group
cnc2c(N,6,atom
)cccc2c1,88,ring
C1CCCCC1,99,ring
CCCCCC(=O),46,functional_group
CC(C)(C)NC(=O)N,202,functional_group
[C@H](C(=O)N1C,214,functional_group
[C@@H]([C@H]1,202,ionic
(C)C)C(C)(C)C,230,atom
ccc(Cl)c(Cl)c1,19,ring
C2=,17,functional_group
c3cc(Br)ccc3,10,atom
C2=O)cc1,70,functional_group
c2ccc(Cl)cc2)C,65,atom
=C(N)N,123,functional_group
2)NC(=O),91,functional_group
CC(=O)NC[C@@H]1,31,functional_group
nc(O),69,atom
OCCO2,120,atom
COc1cnc(,24,ring
[nH]cc(C(=O),9,functional_group
c4ccccc4)CC3,24,atom
CN=C,262,functional_group
[C@@H](O)[C@H](C,46,ionic
C)C,92,atom
c2nccn2C,8,atom
COc1ccc(Br)cc1,10,ring
Cc1ccnc(N,35,ring
CC(C)(C)OC(=O)N[C@H]1,8,functional_group
c4cccc(F)c4,46,atom
C3)C,8,atom
Oc2ccc3,81,atom
c(S,81,atom
)cccc2n1,32,ring
c3cccc(O)c3,40,atom
)N2,65,atom
CC[C@H](CO),60,ionic
Nc1nc(NC,10,ring
NC(=O)C2CC,10,functional_group
c3ccc4[nH]ncc4c3,5,ionic
)c3ccccc3n2,19,atom
CCN(CC)c1,28,ring
=CC(=[N+](CC)CC,18,functional_group
CC(O)(C,21,atom
c1ccc(F)cc1)C(=O)N,40,functional_group
c1ccc(C#N,112,ring
CCCCOC(=O),7,functional_group
)n3nccc3,16,atom
c1)C(=O)N,38,functional_group
O[C@H],73,ionic
Oc1nc(,37,ring
[nH]cnc12,17,ionic
cncc(,29,atom
cc3c2,27,atom
2C=CC=CC,9,functional_group
2N=C,17,functional_group
O)C(=O),141,functional_group
C[C@@H]1CC,175,ionic
[C@@]2(C)[C@H]1CC,239,ionic
OCc1ccccc1)C(=O)N,38,functional_group
OCc2ccccc2),28,atom
CC1=O,30,functional_group
O=C(CN,42,functional_group
(CN2,10,atom
c4ccc(N,26,atom
[C@H](CCN,10,ionic
5CCOCC,10,atom
5)C,44,atom
Sc5ccccc5,10,atom
)CC2)C1,10,ring
(O)(C(F)(F)F)C(F)(F)F,19,atom
Cc1cnc(N,15,ring
n1CC(=O)N,6,functional_group
NS(=O)(=O)c1ccc2,12,functional_group
[C@@H]2[C@H](CC,40,ionic
SC[C@@H]2,22,ionic
n2cncn2,25,atom
4CCOC[C@@H]4C,42,ionic
(C2,157,atom
Nc1c(,21,ring
O[C@@H]4,61,ionic
O[C@H]4,96,ionic
(O)C(F)(F)F,11,atom
[C@@](O)(C(=O)O),20,functional_group
CP(=O)(O),72,functional_group
)OCCCC,6,atom
CCCN(,42,atom
c1ccncc1,56,ring
[C@H]1C[C@@H](O),23,ionic
c2ccc(F)cc2)CC1,10,ring
O[C@H](CO),226,ionic
S(=O)(=O)N(C)C,175,functional_group
CC(=O)NO,9,functional_group
(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C,9,atom
(F)(F)C(F)(F),9,atom
2C[C@@H](C,21,ionic
P(=O)([O-]),54,functional_group
1\,169,atom
(C)(C)O,36,atom
4CCC3,8,atom
N4,19,atom
CC(C)n1nc(,30,ring
c2ccc3ncccc3c2,11,atom
1CCN(CC,43,atom
N(CCC,13,atom
(C(=O)O)C(=O)O),6,functional_group
C(CCCCN,6,atom
c(C2,8,atom
3CCCCC3),13,atom
CCC(C)C,28,atom
(CC)C,37,atom
c3nc4ccccc4s,16,atom
3)ccc12,16,ring
)c2cc(,144,atom
[C@@H](NC(=O)[C@H](CC(C)C)NC(=O),6,functional_group
C(=O)N(C)C,24,functional_group
1=O),30,functional_group
O)ccc1O,53,ring
c3c2)c1,19,ring
cc(C(=O)c2cncc(NC(=O)C,10,functional_group
c3ccc(Cl)cn3,10,atom
)c2cn,19,atom
C(c1ccccc1),40,ring
[C@H](O)C1,11,ionic
NCCCCN,29,atom
c2cc(NC,36,atom
)n3,89,atom
ncc(C,34,atom
4CC4)c3,12,atom
CCNC(=O)c1noc(,26,functional_group
c2cc(Cl)c(O)cc2,75,atom
ccc[n+],101,ionic
OP(=O)([O-])OC,67,functional_group
)nc5,32,atom
c(C)cc1,38,ring
[C@H](NC(=O)[C@H](C,14,functional_group
c2ccc3ccccc3c2,120,atom
c2ccc(NC,42,atom
)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N,14,functional_group
2CCC[C@H]2C(=O)N,23,functional_group
COCCCN1,57,atom
c3ccc(Oc4ccccc4)cc3,147,atom
CN2CCC1,88,ring
c3cc(C(=O)N,35,functional_group
(Cl)c2,44,atom
c1cccc(C,178,ring
C(=S)NC(=O),8,functional_group
c2ccccc2C(F)(F)F),15,atom
[C@H](O)CN,54,ionic
CCO[C@@H]1,17,ionic
ncn,150,atom
)CC2)C,34,atom
+2].,527,atom
)c(F)cc1,20,ring
C[C@]1(O)CC,57,ionic
CCOC(=O)C(C),22,functional_group
c2ncnc3c2,19,atom
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC,95,functional_group
c1ccc2[nH],45,ionic
e,91,atom
CCCC(C)(C),70,atom
C1CC1,54,ring
NC(=O)c2ccccc2Cl,12,functional_group
2=,159,functional_group
[N+](C),24,ionic
ncccc4,38,atom
)C2=O)c1,18,functional_group
Br)n,8,atom
cc(O)c1,13,ring
CCCc1nc2,52,ring
c(C)cc(,119,atom
c3nc4ccccc4n3C,78,atom
[C@H](C)CN,275,ionic
2C[C@@H]3,11,ionic
NCCO,48,atom
[C@H]3C2,19,ionic
)[C@H](,6,ionic
c2ccc(Cl)cc1,6,ring
c2cccc(OC)c2,21,atom
NC(=O)c2ccccc2,24,functional_group
C2=NC(=O),8,functional_group
c3ccc(C),39,atom
S2)cc1,8,ring
CCC(NC(=O),10,functional_group
[C@H](CC(C)C)C(=O)N,52,functional_group
[C@H]3C(=O)N,71,functional_group
c3ccc(c(Cl)c3,65,atom
[C@](C)(N),42,ionic
[C@H](C)O2),97,ionic
[C@@H](C)[C@H](C),25,ionic
)ccc2[nH]1,42,ionic
c2cc(F)c(F)cc2,7,atom
F)C1,14,ring
O)CC,277,atom
c2o,117,atom
O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O),15,ionic
cc(O)c3,25,atom
[C@H]2O)cc1,23,ionic
F)c3,128,atom
N(CCO),12,atom
CCC(CC),28,atom
(CC(=O)N,42,functional_group
OS(=O)(=O)[O-],23,functional_group
c1cn(C,118,ring
)c2cc(N,129,atom
CCC(CC)C,12,atom
OC(=O)[C@@H]1C,12,functional_group
Oc3cccc(Cl)c3,19,atom
c3nnn[nH],32,ionic
3)CC,338,atom
[C@H]2CN,16,ionic
[C@@]2(O)[C@H]3C,51,ionic
(CCN3CC,45,atom
CCCCN(CCCC)CC(O),41,atom
cc(Cl)cc2,61,atom
[C@@](O)(CC,24,ionic
3CCOCC3)n,83,atom
)n2)c1,73,ring
COc1ccc(CN,246,ring
ncc2,86,atom
CN1C(C,11,atom
Cc1nnc(,43,ring
CC(C)(C)c1ccc(C,51,ring
CCCCCCCCCCCC(=O)N,39,functional_group
[C@H](CCCC,40,ionic
)CO,25,atom
CCN(CC)CCCC(C)Nc1,93,ring
ccnc2cc(Cl)ccc1,97,ring
CC(C)c1ccc(N,10,ring
oc2,19,atom
OC(C)(C)C=C,13,functional_group
cccn1,9,ring
(=S)O,30,functional_group
c2ccccc2)n1,52,ring
c2ccc(NC(=O)c3ccccc3,11,functional_group
C[C@@H]1O[C@@H](OC[C@H]2O,26,ionic
Oc3c(,26,atom
c4ccc(O)c(O)c4,18,atom
[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,26,ionic
[C@@H](OC(=O)CC,24,functional_group
CC(=N)N,63,functional_group
[C@@H]1[C@@H](C,22,ionic
[C@H](O)[C@@H](CO)O,26,ionic
CC(=O)Oc1,71,functional_group
cc(C),97,atom
(CCC(C)C,11,atom
CSSC,83,atom
)c1n,26,ring
)c1nc2,283,ring
[nH]n,49,ionic
cnn(C,118,atom
)c2nc(,243,atom
s2)c1,109,ring
(C(O),9,atom
c2c(CC,15,atom
OP(=O)([O-])[O-],45,functional_group
[Na+].[Na+].[Na+].,26,ionic
)C(=O)NC3=O,9,functional_group
C[C@@H](CC,34,ionic
COC(=O)c1ccccc1,23,functional_group
CCCCCCCCCCN,41,atom
[C@H](O[C@H]2CC,37,ionic
[C@]3(C,39,ionic
6=CC(=O)OC6,15,functional_group
[C@]5(O),24,ionic
COc1ccc(NC(=O),12,functional_group
Cl)c(Cl)c1,54,ring
CC(S,22,atom
P(=S),56,functional_group
)C(=O)OCC,53,functional_group
Nc2ncnc3,29,atom
cccc(C(=O)N,13,functional_group
CC(=O)O[C@H]1CC,14,functional_group
(=CC,42,functional_group
[C@@H]5O,9,ionic
[C@]6,28,ionic
[3H],12,ionic
C2=CC(=O),36,functional_group
[C@@H]2C1,81,ionic
COc1ccc(CC,12,ring
c3nc[nH]c3,17,ionic
c23)cc1,17,ring
(=C,71,functional_group
CCOCCOCC,58,atom
2CCN,40,atom
Clc1ccc(S,9,ring
c2cc(Cl)c(Cl)cc2,9,atom
Cc1ccsc1,56,ring
CCC[C@@H](C,74,ionic
)c3ccc(O)cc3,67,atom
cnn(,18,atom
c2ccc(Cl,83,atom
)C(=O)NC(C)(C)C,6,functional_group
[N-],165,ionic
C(=O)C(=O),12,functional_group
(F)[C@@H](O)C,31,ionic
CCl,73,atom
)O1,61,atom
c3ccnc(N,43,atom
[C@@H](O[C@@H]4,6,ionic
4C(=O),29,functional_group
(CC(=O)[O-],335,functional_group
t,27,atom
CCN(CC)C(=S),42,functional_group
O=C1c2ccccc2,17,functional_group
c2n[nH]c3,4,ionic
cccc1c23,20,ring
)sc2,38,atom
CC1(C)[C@@H]2CC,30,ionic
c2cccnc2)cc1,21,ring
[C@H](O)[C@@H](O)[C@H]1O,62,ionic
3C(=O),90,functional_group
c4ccc(N)cc4,5,atom
C3=O)cc2,22,functional_group
NC(=O)c2cn,20,functional_group
c1N,95,ring
CCCNCCCN,14,atom
4CCCC4,38,atom
)c(Cl,58,atom
)cc3Cl,10,atom
)nc(N)n,26,atom
c2s1,25,atom
CNc1nccc(,16,ring
c2cn(C,12,atom
F)n1,12,ring
ccnc2,42,atom
c(ncn,45,atom
OC(CO)C,49,atom
c3c(Cl)cccc3,25,atom
OC(=N,51,functional_group
c1ccc(F)c(F),59,ring
)c(c5,80,atom
[C@H]1O[C@@H](O,41,ionic
[C@]2(C,86,ionic
OC[C@@H](C,38,ionic
OCC(F)(F)F),8,atom
SCCN,128,atom
CN1c2ccccc2,31,atom
N#Cc1cn,30,ring
n2c(N,30,atom
[nH]cc(CC,158,ionic
cc(F),69,atom
2CCOCC2)c1,34,ring
cccc12,23,ring
CC[C@H](C)[C@H]1,11,ionic
[C@@H](CC(C)C)N(C)C(=O),11,functional_group
[C@@H](C)OC(=O)[C@H](C,11,functional_group
)N(C)C(=O),54,functional_group
[C@@H]2CCCN2C(=O)[C@H](CC,16,functional_group
(C)C)NC(=O),47,functional_group
(C)C)OC(=O)C,11,functional_group
c2cc(Cl)ccc2,143,atom
c2cccc(C(=O)N,21,functional_group
c5cc(,19,atom
C)c2,16,atom
c4ncccn4,8,atom
CCN(CC)CCN,40,atom
C)/,7,atom
)\,7,atom
(C)(CC,19,atom
C=C(C)C)C,6,functional_group
)NS(=O)(=O),70,functional_group
)C(=O)N[C@H](CC,31,functional_group
c3ccc(F)c,7,atom
n3)ccc2,15,atom
Nc1nc2ccccc2,10,ring
Cc1cc(C)c(N,11,ring
\C=C(/,73,functional_group
C)C(=O)N,19,functional_group
[C@H](O)[C@@H](C),77,ionic
COc1cc(Cl)ccc1,27,ring
[C@@H](O)[C@H](O)[C@H]1CO,26,ionic
cc(CO),39,atom
Cc2c([nH],10,ionic
c2cnc3nc(N)nc(N,31,atom
)c3c2C,29,atom
SCCC(=O)O),175,functional_group
[C@H](O[C@@H]8,28,ionic
[C@H](O[C@@H]9,25,ionic
[C@H]9,25,ionic
c1c[nH]c2ccccc12)C(=O)O,56,functional_group
n1)N,87,ring
c2cccc3c2,67,atom
cnc1,65,ring
c(Cl)ccc2,9,atom
c3cccc(C,48,atom
CSCC[C@H](NC(=O)[C@H](C,56,functional_group
c1ccc(O)cc1)NC(=O),33,functional_group
O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C,15,functional_group
c1cnc[nH]1,50,ionic
CC(=O)N[C@@H](CCCCN,15,functional_group
)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N,19,functional_group
[C@@H](CCCCN)C(=O)N,15,functional_group
[C@@H]([C@@H](C)CC,8,ionic
)C(=O)N[C@@H](C(C)C)C(=O)N,17,functional_group
4)C2,43,atom
CC(=O)CC(=O),6,functional_group
SCCNC(=O),113,functional_group
(O)C(C)(C),109,atom
Nc1ccc(N,33,ring
2=O)cc1,14,functional_group
CCCN2C(=O),28,functional_group
Cl.Cl.,9,atom
[C@@H](O)C(=O)N,117,functional_group
)c2cc1C,12,ring
CC1(C)CC,58,ring
CC(=O)N[C@@H](CCCNC(=N)N,20,functional_group
c2c(cccc2,54,atom
)C(=O)N2CC,47,functional_group
CN(C)CCCNC(=O),12,functional_group
CCCCC(=O)N,60,functional_group
CCCNC1,35,ring
c3cccc(N,35,atom
c4ccccn4,49,atom
c(C(=O),172,functional_group
C[C@H]1CC,67,ionic
[C@H](CN(O)C=O),11,functional_group
CC(C)(N,38,atom
)C(=O)N[C@@H](C,88,functional_group
c1c[nH]cn,11,ionic
=S),25,functional_group
[C@H](O)[C@H](O)[C@H]1O,68,ionic
COC(=O)c1cn,17,functional_group
cc(F)ccc1,13,ring
c(C)nc3,12,atom
C2(C)C),17,atom
CCO[C@H]1,15,ionic
)[C@@H](O)[C@H](O),21,ionic
[C@]2(CO),114,ionic
c5c(,63,atom
nc6,60,atom
)c4c3,95,atom
[C@@](C)(CCC,94,ionic
C(=C1,229,functional_group
SC(=N)N,34,functional_group
1C(=O),47,functional_group
NC(=O)[C@H](CCCCN,29,functional_group
)NC(=O)[C@H],12,functional_group
(c3ccccc3),49,atom
cc(O)ccc2,3,atom
c2cc(F)c(N,61,atom
c(NCCCN,57,atom
c3cc(OC,47,atom
OC(CO)C(O)C(O),61,atom
CCCN2CCN(CC,11,atom
[C@H]2CC[C@H]3,13,ionic
(CC(=O)O)C(=O)O,125,functional_group
Cc1cc(OCCC,10,ring
c(c2,132,atom
CCCOc1ccc(,39,ring
c(CCC,14,atom
[C@H]([C@H](C),10,ionic
F)C2,18,atom
N=C(C,66,functional_group
c2ccc(Cl)c(,32,atom
=CC1=O),46,functional_group
Cn1nnnc1,26,ring
[C@@H](NC(=O)[C@H],26,functional_group
CNc1nc(N,22,ring
NC(=O)c1cccc2,34,functional_group
[C@@](C)(O)C,18,ionic
c3csc(,19,atom
c3c(Br,9,atom
OC1CCCC,9,ring
1)C(C)(C)C,38,atom
Cc1c(CC(=O)O),19,functional_group
Cc1ccc(S,63,ring
CCCCCCCCCCCCCCCC(=O)OC,76,functional_group
co,78,atom
=C2C(=O),13,functional_group
ncc(F)c,10,atom
=NCCN,152,functional_group
)c(C)c1C,79,ring
CC(=O)N[C@@H]1[C@@H](O)C,31,functional_group
[C@H]2[C@@H](O),15,ionic
n1ccn,41,ring
[C@H]2[C@@H]3CCc4cc(O)ccc4,55,ionic
nc(N)nc(O),12,atom
CCCCNC(=O),28,functional_group
sc2,49,atom
[C@@]2(,27,ionic
c3cc(NC(=O),5,functional_group
c4ccc(F)cn4,5,atom
CCCCO,109,atom
n1ccnc1,30,ring
[C@@H](CS,118,ionic
c1Cl,23,ring
[C@@H](C=C,6,functional_group
CC(C)C[C@H](N,130,ionic
c3ccccc3Cl,38,atom
CS(=O)(=O)c1ccc(,39,functional_group
3CC3),38,atom
F)C3,11,atom
NCCCCCCN,8,atom
CCOc1cc(N,15,ring
=CCC2,34,functional_group
=CC(=O)C=C[C@]4(C)[C@@]3,72,functional_group
O=C(NC1CC1,6,functional_group
)c1cn(,6,ring
c3ccc,25,atom
[n+]([O-])c3,8,ionic
(F)(F)F)C(F)(F)F,55,atom
NCCCC[C@H](NC(=O),13,functional_group
)CC3),8,atom
C[N+](C),50,ionic
CCNS(=O)(=O),49,functional_group
c1ccc(Nc2nccc(,24,ring
n3C,19,atom
c2ccccc2OC,25,atom
B(O)O),19,atom
)S,197,atom
CN2CCC1CC,87,ring
Oc2c(,17,atom
Br)cc(,28,atom
NCCC(=O)N,17,functional_group
4CC4)cc3,17,atom
)CCC(=O)N,37,functional_group
c1ccccc1)O,16,ring
N[C@@H](C(=O)N,64,functional_group
(Cl)C,46,atom
Oc3cccc4,7,atom
c6ccc(C,7,atom
)c7,7,atom
4)c5,7,atom
67,13,atom
[C@H](C)[C@H](O),12,ionic
c1cccc2ccccc12),51,ring
C[C@H](NC(=O)[C@H](C,20,functional_group
C3CCNCC3,16,atom
ncnc3,34,atom
NC(=O)CC,108,functional_group
3CCC[C@H]3,48,ionic
CN)C(=O)N,48,functional_group
O)N(C)C,37,atom
)S(=O)(=O)O,8,functional_group
c3nnc(C,9,atom
c4s,9,atom
c(C)nc4,9,atom
\C=C\C(=O),35,functional_group
CC1(C)CN,25,ring
3)C(=O),19,functional_group
CC(=O)O[C@@H]1C,8,functional_group
[n+],14,ionic
nc5,11,atom
ccccc3,47,atom
[O-][n+]1ccccc1,19,ionic
c(C(=O)OC,6,functional_group
)c[nH],27,ionic
c2cc1OC,31,ring
CC(C)S(=O)(=O)N,30,functional_group
Cc1c(F)cccc1,14,ring
c1ccc(Cl)c(,34,ring
[C@H]2CCCNC2,14,ionic
CC[C@H](C)[C@@H]1NC(=O),11,functional_group
)NC(=O)[C@H](CC,17,functional_group
Cc1cccc2,128,ring
ccccc12)C,9,ring
S)C(=O)O,55,functional_group
CCc1cc(C,11,ring
c(c(C),15,atom
4)[C@@H](C),4,ionic
CCCCCCCCCC(=O)N[C@@H](C,22,functional_group
C(=O)N[C@@H](CC(=O)O)C(=O)N,51,functional_group
)C(=O)N[C@@H](CC(=O)O)C(=O)N,22,functional_group
[C@@H]([C@H](C),41,ionic
O)C(=O)N[C@@H](CC,67,functional_group
c2ccccc2N,50,atom
CCN(CCC,8,atom
c3ccc(Cl)c(Cl)c3,32,atom
CCCN(C(=O),25,functional_group
c3ccccc3)C2,47,atom
cccnc2,35,atom
c2ncccc1,17,ring
CC1(C)O,23,ring
O[C@@H]3CO,6,ionic
(CO,414,atom
Nc1nccc2,7,ring
c4cc5,47,atom
ncccc5,16,atom
s4,12,atom
COCCO,29,atom
SC(N,63,atom
nnn[nH],11,ionic
[C@@](C)(C,16,ionic
[C@](C)(CCC,11,ionic
[C@@H](CO)O[C@H](,62,ionic
[n+]6,11,ionic
c7,161,atom
cc7,11,atom
[C@H]5CC,21,ionic
[C@@H]4CCC,21,ionic
[C@H]3CCC,11,ionic
[C@@H]2CCC,89,ionic
)C(=O)C1,33,functional_group
C(=O)C=C(,14,functional_group
C(=O)OC),46,functional_group
OC1=O,79,functional_group
CCCCCCCCC(=O)N,36,functional_group
CNC(=O)c1ccc(,11,functional_group
c4ccc5ncccc5c4,31,atom
CC(=O)NC1,20,functional_group
[C@H](CN(C)C(=O),9,functional_group
ccc(Cl)c(Cl)c2,21,atom
CCC(=O)C,8,functional_group
CC[C@H]1OC(=O)[C@H](C)[C@@H](O),21,functional_group
c2ccccc2Cl),22,atom
3C[C@@H](C,17,ionic
CC3=O),6,functional_group
)C2=O,74,functional_group
c2ccncc2)c1,31,ring
NC(=,229,functional_group
)c(I,66,atom
NC(=O)[C@H]1C,34,functional_group
(F)(,44,atom
C(=O)N4,12,functional_group
Clc1ccc(N,9,ring
c2nnc(C,9,atom
)c3ccccc2,43,atom
CCCC[C@@H](C,67,ionic
c4c(O),73,atom
ccc(Cl,212,atom
CC1=C(C,27,functional_group
3(CC,9,atom
[C@@](C)(O)C(=O),9,functional_group
CCc1cc(,48,ring
